Continent,Country,Region,State,Name of VC,Year of Establishment,Type of Investor,Website,Postal Address,Pincode,LinkedIn Details,Phone Details,Email Address,,Subvertical Industry,Investment Stage,Investment Amount Minimum,Investment Amount Maximum,Previously Invested Total Amount,Total number of companies funded so far,Latitude,Longitude,Code 
north america,usa,west,california,rustic canyon partners,1999,private equity firm,http://www.rusticcanyon.com/,"100 wilshire boulevard
 suite 200
 santa monica, ca 90401
 
 united states",90401,NaN,(+1)310-998-8000,info@rusticcanyon.com,,"internet,digital media,energy,efficiency,",all,900000,75000000,NaN,99,36.778259,-119.417931,ca
north america,united states of america,west,california,rustic canyon ventures,1999,private firm,http://www.rusticcanyon.com/,"100 wilshire boulevard
 suite 200
 santa monica, ca 90401
 united states",90401,NaN,(+1) 310-998-8000,info@rusticcanyon.com,,"internet,digital media,energy","early stage venture, late stage venture",100000,10000000,130000000,99,36.778259,-119.417931,ca
north america,usa,west,california,rwi group,,private equity firm,http://rwigroup.com/,"545 middlefield road
 suite 220
 menlo park, ca 94025
 united states",94025,NaN,(+1)650-543-3300,NaN,,"networking,semiconductor,software,life sciences investments",early stage,3500000,100000000,489500000,21,36.778259,-119.417931,ca
north america,usa,west,california,saic venture capital corp.,2014,private firm,https://saicvc.com,2882 sand hill rd#118 menlo park ca 94025,94025,https://in.linkedin.com/company/saic-capital,(+1)248-267-9117,media@saicusa.com,,"iot,automobile,energy,fuel,renewable energy",all,1000000,100000000,576000000,20,36.778259,-119.417931,ca
north america,usa,west,california,saints capital,2000,private equity firm,http://www.saintscapital.com/,"2020 union street
 san francisco, ca 94123
 united states",94123,http://www.linkedin.com/company/45063,NaN,info@saintsvc.com,,"emerging growth,direct secondary,primary,recapitalization,buyout,growth capital,venture assets",early stage,1000000,66000000,NaN,64,36.778259,-119.417931,ca
north america,united states of america,west,california,saints ventures,2000,private firm,http://www.saintsvc.com/,"2020 union street
 san francisco, ca 94123
 united states",94123,https://www.linkedin.com/company/45063,(+1) 415-773-2080,info@saintsvc.com,,"technology,healthcare,telecommunications,media sectors","early stage venture, late stage venture",NaN,NaN,1600000000,64,36.778259,-119.417931,ca
north america,usa,west,california,salesforce ventures,2009,venture capital,https://www.salesforce.com/ventures/,"one market
 suite 300
 san francisco, ca 94105
 united states",94105,http://www.linkedin.com/company/salesforce,(+1)877-736-3421,salesforceventures@salesforce.com,,mobile devices,all,5000000,60000000,NaN,276,36.778259,-119.417931,ca
north america,usa,west,california,sand hill capital,1996,private firm,https://sandhillvc.com,101 california street suite 2700 san francisco ca 94111,94111,https://in.linkedin.com/company/sand-hill-capital,(+1)415-983-3300,NaN,,"cloud computing,mobile,security,software",all,500000,435000000,896000000,15,36.778259,-119.417931,ca
north america,usa,west,california,sanderling ventures,1979,private firm,http://www.sanderling.com,400 s. el camino real suite 1200 san mateo,94402,https://www.linkedin.com/company/sanderling-ventures/?originalsubdomain=in,(+1) 650-401-2000,info@sanderling.com,,biomedical companies,"debt, early stage venture,
 late stage venture",1000000,100000000,1200000000,81,36.778259,-119.417931,ca
north america,usa,west,california,"sanderling ventures, ltd.",1979,private equity firm,http://www.sanderling.com/,"400 south el camino real
 suite 1200
 san mateo, ca 94402
 united states",94402,NaN,(+1)650-401-2000,NaN,,"biomedical,lifescience",all,1000000,100000000,NaN,81,36.778259,-119.417931,ca
north america,usa,west,california,sapphire ventures,1996,private firm,https://sapphireventures.com,3408 hillview avenue building 5 palo alto ca 94304,94304,https://in.linkedin.com/company/sapphirevc,(+1)650-849-3950,info@sapphirreventures.com,,"enterprises,mobile and social networking,technology companies",late stage,1000000,280000000,1900000000,171,36.778259,-119.417931,ca
north america,usa,west,california,"sb life science equity management, llc",2001,private equity firm,http://www.sblifescience.com/,"2625 middlefield road
 #750
 palo alto, ca 94306-2516
 united states",94306,NaN,(+1)650-206-2330,info@sblifescience.com,,NaN,growth stage,5000000,74000000,224000000,7,36.778259,-119.417931,ca
north america,usa,west,california,sbv venture partners,1988,private equity firm,http://www.sbvpartners.com/,"100 hamilton avenue
 suite 250
 palo alto, ca 94301
 united states",94301,NaN,(+1)650-522-0085,info@sbvpartners.com,,healthcare sectors,venture,9000000,35000000,136000000,6,36.778259,-119.417931,ca
north america,usa,west,california,scale venture partners,2000,private firm,http://www.scalevp.com,"foster city,ca",94404,https://www.linkedin.com/company/scale-venture-partners/,(+1) 650-378-6040,NaN,,"cloud,internet,mobile,saas","early stage venture,
 late stage venture",100000,106000000,NaN,190,36.778259,-119.417931,ca
north america,usa,west,california,scale ventures,2000,venture capital,http://www.scalevp.com/,"950 tower lane
 suite 700
 foster city, 94404
 california, united states",94404,http://www.linkedin.com/company/scale-venture-partners,(+1) 650-378-6000,businessplan@scalevp.com,,"information technology,wireless services,infrastructure technology,broadband telecommunication services,components,new datacenter technologies",all,5000000,50000000,NaN,189,36.778259,-119.417931,ca
north america,usa,west,california,selby venture partners,1998,private equity firm,http://www.selbyventures.com/,"po box q
 menlo park, ca 94026
 united states",94026,NaN,(+1)650-300-5882,NaN,,"digital media,it",early stage,2000000,34000000,434000000,46,36.778259,-119.417931,ca
north america,united states of america,west,california,sequel venture partners,2001,venture capital,http://www.sequelvc.com/,"4430 arapahoe avenue, suite 220
boulder, co ",80303,NaN,"
(+1)303-546-0400 ","
info@sequelvc.com ",,",advertising,finance,venture capital ","
early stage venture, late stage venture ",829000,101000000,773190000,47,36.778259,-119.417931,ca
north america,usa,west,california,sequoia capital,1972,private firm,https://www.sequoiacap.com/,2800 sand hill road 101 menlo park ca 94025,94025,https://www.linkedin.com/company/sequoia/,(+1)650-854-3927,NaN,,NaN,all,200000,7700000000,14760000000,1571,36.778259,-119.417931,ca
north america,usa,west,california,seven hills partners llc,1996,private firm,https://sevenhillspartner.com,930 montgomery street suite 301 san francisco ca 94133,94133,https://in.linkedin.com/company/seven-hills-partners,(+1)415-273-7160,NaN,,"healthcare and interactive media,ecommerce",late stage,25000000,25000000,25000000,1,36.778259,-119.417931,ca
north america,usa,west,california,sevin rosen fund,1981,private firm,www.srfunds.com,"13455 noel rd # 1670, dallas,",75240,https://www.linkedin.com/company/sevin-rosen-funds/,(+1) 972-702-1100,NaN,,technology,"debt, 
early stage venture,
 late stage venture",1500000,150000000,1900000000,206,36.778259,-119.417931,ca
north america,united states of america,west,california,sevin rosen funds,1981,private firm,http://www.srfunds.com/,"13355 noel road
 suite 1350, 1 galleria tower
 dallas, tx 75240
 united states",75240,NaN,(+1) 972-702-1100,info@srfunds.com,,"technology,communications,healthcare,materials,energy","early stage venture, late stage venture",NaN,NaN,1700000000,206,36.778259,-119.417931,ca
north america,united states of america,west,california,shasta ventures,2004,private,http://www.sha...ventures.com/,"2440 sand hill road
suite 300
menlo park, ca 94025
 ",94025,https://in.linkedin.com/company/shasta-ventures,(+1) 650-543-1700,NaN,,software,"early stage, startups",345000,115000000,4200000000,282,36.778259,-119.417931,ca
north america,united states of america,west,california,shepherd ventures,2001,private firm,http://www.shepherdventures.com/,"11526 sorrento valley road
 suite f
 san diego, ca 92121
 united states",92121,NaN,(+1) 858-509-4744,info@shepherdventures.com,,"information technology,life sciences sectors","early stage venture, late stage venture",NaN,NaN,NaN,20,36.778259,-119.417931,ca
north america,usa,west,california,sherpa capital,2003,angel group,http://sherpa.com/,"800 market street
 8th floor
 san francisco, 94102
 california, united states",94102,http://www.linkedin.com/company/sherpaventures,(+1) 415-805-8486,info@sherpa.com,,"consumer technology,ecommerce,software and digital media sector",early stage,3000000,80000000,NaN,131,36.778259,-119.417931,ca
north america,usa,west,california,shoreline venture management,1998,venture capital,http://www.shorelineventures.com/,"3 embarcadero center
 26th floor
 san francisco, ca 94111
 united states",94111,NaN,(+1)415-302-7741,NaN,,"information technology,software,data analytics,medical devices,diagnostics,novel therapeutics,medtech",early stage,1000000,19000000,72000000,8,36.778259,-119.417931,ca
north america,usa,west,california,sienna ventures,1990,venture capital,http://www.siennaventures.com/,"350 north wiget lane
 suite 150
 walnut creek, ca 94598-5902
 united states",94598,https://www.linkedin.com/company/sienna-ventures,(+1)415-339-2800,contact@siennaventures.com,,"financial services,",early stage,3000000,32000000,NaN,9,36.778259,-119.417931,ca
north america,usa,west,california,sienna venutres,1990,private firm,http://www.siennaventures.com/,1 harbor drive 2nd floor sausalito ca 94965,94965,https://www.linkedin.com/company/sienna-ventures/?originalsubdomain=in,(+1)415-475-7530,contact@siennaventures.com,,"medicine,ecommerce,mobile,software",later stage,3000000,32000000,126000000,9,36.778259,-119.417931,ca
north america,usa,west,california,sierra venture,1982,partners,sierraventures.com,"fashion island, san mateo",94404,https://www.linkedin.com/company/sierra-ventures/,(+1) 650-854-1000,info@sierraventure.com,,"big data,cloud,mobile,saas,open source,machine learning,ai,vr/ar,devices,nextgen communications,","early stage venture, 
late stage venture,
 seed",120000,40000000,1500000000,285,36.778259,-119.417931,ca
north america,united states of america,west,california,sierra ventures,1982,private firm,http://www.sierraven.com/,"1400 fashion island boulevard
 suite 1010
 san mateo, ca 94404
 united states",94404,https://www.linkedin.com/company/sierra-ventures,(+1) 650-854-1000,NaN,,"mobile infrastructure,cloud computing,cloud software","early stage venture, late stage venture",1000000,35000000,1900000000,286,36.778259,-119.417931,ca
north america,usa,NaN,california,silicom venture,1999,private firm,http://www.silicomventures.com/,1456 fowler los altos ca 94024,94024,https://www.linkedin.com/company/silicom-ventures/,(+1)650-964-2858,NaN,,"life sciences,medical technology,semiconductor",later stage,1000000,1800000,2800000,2,36.778259,-119.417931,ca
north america,united states of america,west,california,silicon valley bank,1983,public,http://www.svb.com/,"silicon valley bank
3003 tasman dr.
santa clara, ca 95054",95054,https://in.linkedin.com/company/silicon-valley-bank,(+1) 408-654-7400,clientservice@svb.com,,"software,technology",NaN,200000,250000000,9800000000,495,36.778259,-119.417931,ca
north america,united states of america,west,california,silver lake partners,1999,private,http://www.silverlake.com/,"2775 sand hill road
suite 100
menlo park, ca 94025
 ",94025,https://in.linkedin.com/company/silver-lake-partners,(+1) 650-233-8120,NaN,,"healthcare,it,cloud computing,mobile communication,ecommerce",NaN,6000000,5500000000,15300000000,44,36.778259,-119.417931,ca
north america,usa,west,california,silver sail capital,,private equity firm,http://www.silversailcapital.com/,"200 s barrington ave, #286
 los angeles ca 90049
 united states",90049,NaN,(+1) 310-694-0618,agrayman@silversailcapital.com,,"consumer products,food,industrials,manufacturing",lower middle,NaN,NaN,NaN,1,36.778259,-119.417931,ca
north america,usa,west,california,sinovation venture,2009,private firm,http://www.sinovationventures.com/,50 california street suite 2580 san francisco ca 94111,94111,https://www.linkedin.com/company/innovation-works_2/,NaN,NaN,,NaN,later stage,2300000,189000000,NaN,163,36.778259,-119.417931,ca
north america,usa,west,california,skyblaze ventures,,venture capital,http://www.skyblaze.com/,"4633 old ironsides drive
 suite 410
 santa clara, ca 95054
 united states",95054,https://www.linkedin.com/company/skyblaze-ventures,(+1)408-986-6420,NaN,,"hardware infrastructure,wireless infrastructure and applications,information management,",early stage,15300000,15300000,15300000,1,36.778259,-119.417931,ca
