Continent,Country,Region,State,Name of VC,Year of Establishment,Type of Investor,Website,Postal Address,Pincode,LinkedIn Details,Phone Details,Email Address,Sectors dealt with,Investment Stage,Investment Amount Minimum,Investment Amount Maximum,Previously Invested Total Amount,Total number of companies funded so far,Latitude,Longitude,Code ,
North America,USA,West,California,Lighthouse Capital Partners,1994,Private Equity Firm,http://www.lcpartners.com/,"336 Bon Air Center
 Suite 527
 Greenbrae, CA 94904
 
 United States",94904,,,info@lcpartners.com,"information technology
 , financial technology, 
 life science,
 clean tech companies, 
 communications,
 e-commerce",all,2.3M,100M,652.6M,42,36.778259,-119.417931,CA,
North America,United States of America,west,California,Lighthouse Capital Partners,1994,Private Firm,http://www.lcpartners.com/,"336 Bon Air Center
 Suite 527
 Greenbrae, CA 94904
 United States",94904,,(+1) 415-464-5900,info@lcpartners.com,,"Early Stage Venture, Late Stage Venture",1M,10M,,42,36.778259,-119.417931,CA,
North America,USA,West,California,LightSeed Venture Partners,2000,Private Equity Firm,lsvp.com/,"  2200 Sand Hill Road
Menlo Park, CA 94025
United States",94025,https://www.linkedin.com/company/lightspeed-venture-partners,(+1)-650-234-8300,info@lsvp.com,"Enterpirse
, Consumer IT,
 BigData, 
BitCoin, 
Enterprise Technology and Solutions,
 Cleantech, 
Mobile, 
Internet, 
Healthcare, 
Cloud Solutions, 
E-commerce, 
Storage,
 Media, 
Networking, 
Energy, 
Software, 
IT, 
Biotechnology, 
Marketplaces",Early and Late Stage,1M,25M,5.6B,625,36.778259,-119.417931,CA,
North America,United States of America,west,California,Lightspeed Venture Partners,2000,Private,http://lsvp.com/,"2200 Sand Hill Road
Menlo Park, CA 94025
",94025,https://in.linkedin.com/company/lightspeed-venture-partners,(+1) 650-234-8300,info@lsvp.com,"Bitcoin, 
Cloud Computing, 
Finance, 
Venture Capital","Growth Stage, Early Stage",.025M,400M,14.42B,631,36.778259,-119.417931,CA,
North America,United States of America,west,California,Lightspeed Venture Partners,2000,Private Firm,http://www.lightspeedvp.com/,"2200 Sand Hill Road
 
 Menlo Park, CA 94025
 
 United States",94025,https://www.linkedin.com/company/lightspeed-venture-partners/,(+1) 650-234-8300,info@lsvp.com,"technology and enterprise solutions, 
 cleantech, 
 mobile, 
 internet","Early Stage Venture, Grant, Late Stage Venture",1M,25M,5.6B,633,36.778259,-119.417931,CA,
North America,USA,west,california,Lightstone Ventures LP,2012,Private Firm,http://www.lightstonevc.com,"2884 Sand Hill Road, Suite 121, Menlo Park",94025,https://www.linkedin.com/company/lightstone-ventures/,(+1) 650-388-3676,,innovation,Early Stage Venture,2M,95M,897.4M,25,36.778259,-119.417931,CA,
North America,USA,west,california,Longitude Capital Management Co LLC,2002,Private Firm,http://www.longitudecapital.com,"2740 Sand Hill Road, 2nd Floor
Menlo Park, CA",94025,https://www.linkedin.com/company/longitude-capital/?originalSubdomain=in,(+1) 650-854-5700,,"biotechnology 
 medical technology companies","Debt, Early Stage Venture,
 Late Stage Venture, 
Private Equity",5M,80.1M,,59,36.778259,-119.417931,CA,
North America,USA,West,California,Lower case Capital,2007,Private Equity Firm,http://lowercasecapital.com/,"200 Townsend Street
 Suite 7, San Francisco, CA 94107
 United States",94107,https://www.linkedin.com/company/8945800,,pitches@lowercasellc.com,"wireless
 media 
 commerce 
 infrastructure 
 energy 
 transportation sectors",all,2.5M,9M,,149,36.778259,-119.417931,CA,
North America,USA,west,california,Lowercase Capital,2007,Private Firm,https://lowercasecapital.com/,200 townsend street suite 7 san francisco CA 94107,94107,https://www.linkedin.com/company/lowercase-capital/,(+1)646-349-2960,pitches@lowercasellc.com,"wireless,
media,
commerce,
energy","Early Stage,late stage",1M,160M,4.6B,150,36.778259,-119.417931,CA,
North America,USA,West,California,Manitou Ventures,2001,,,"Old Engine Company No. 2
 460 Bush Street
 Second Floor
 San Francisco, CA 94108
 United States",94108,,(+1) 415-288-0727,,Media,seed,1M,14M,33M,6,36.778259,-119.417931,CA,
North America,United States of America,west,California,Matrix Partners,1977,Private,http://www.matrixpartners.com/,"260 Homer Avenue
Suite 201
Palo Alto, CA 94301
 ",94301,https://www.linkedin.com/company/27576/?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A27576%2Cidx%3A2-1-4%2CtarId%3A1439007477803%2Ctas%3AMatrix%20Partners,(+1) 617-866-4999,info@matrixpartners.com,"Commercial services, 
communications and networking, 
computer hardware, 
software, 
transportation","Seed , Startups, Early Stage, Growth Stage, Later/Mature Stage",0.064M,171.5M,8.2B,484,36.778259,-119.417931,CA,
North America,United States of America,west,California,Matrix Partners,1977,Private Firm,http://www.matrixpartners.com/,"260 Homer Avenue
 Suite 201
 Palo Alto, CA 94301
 United States",94301,https://www.linkedin.com/company/matrix-partners/,(+1) 650-798-1600,info@matrixpartners.com,"FinTech, 
 Mobile",Early Stage Venture,2M,10M,1.9B,484,36.778259,-119.417931,CA,
North America,United States of America,west,California,Mayfield,1969,Private Firm,http://www.mayfield.com/,"2484 Sand Hill Road
 Quadrus Complex
 Building 4
 Menlo Park, CA 94025
 United States",94025,https://www.linkedin.com/company/mayfield-fund/,(+1) 650-854-5560,info@mayfield.com,Health Care,"Early Stage Venture, Late Stage Venture",1M,100M,1.5B,435,36.778259,-119.417931,CA,
North America,USA,west,California,Mayfield fund,1969,Private Firm,https://mayfield.com,2484 sand hill road quadrus complex building 4 menlo park CA 94025,94025,https://in.linkedin.com/company/mayfield-fund,(+1)650-854-5560,info@mayfield.com,"consumer 
 big data 
 cloud/Saas 
 storage 
 enterprise 
 energy tech 
 healthcare 
 Agribusiness
 Consumer Goods 
 financial services 
 data management",Late Stage,0.5M,500M,2.6B,448,36.778259,-119.417931,CA,
North America,United States of America,west,California,Mayfield Fund,1969,Private,http://www.mayfield.com/,"2484 Sand Hill Road
Quadrus Complex
Building 4
Menlo Park, CA 94025
 ",940245,https://in.linkedin.com/company/mayfield-fund,(+1) 650-854-5560,info@mayfield.com,"Mobile, 
Cloud/Saas, 
Social, 
Energy, 
Big Data","Seed , Startups, Early Stage, Growth Stage",1.2M,87.5M,969M,448,36.778259,-119.417931,CA,
North America,USA,West,California,McKenna Ventures,,Private Equity Firm,http://www.mckennaventures.com,"1409 Galloway Court
 Sunnyvale, CA 94087
 United States",94087,https://in.linkedin.com/company/mckenna-ventures-group-inc.,,,Technology,seed,325K,7.5M,7.8M,2,36.778259,-119.417931,CA,
North America,USA,West,California,MedVenture Associates,1986,Private Equity Firm,http://www.medven.com/,"PO Box 726
 Lincoln, CA 95648
 United States",95648,,(+1) 510-597-7979,medven@medven.com,healthcare equipment and services,Early Stage,500K,49M,493.4M,44,36.778259,-119.417931,CA,
North America,USA,West,California,Menlo Capital Group,1997,Private Equity Firm,http://menlocap.com/,"345 California St
 San Francisco
 South San Francisco, CA 94080
 United States",94080,,,akhil.suri@menlocap.com,real estate,,,,,,36.778259,-119.417931,CA,
North America,USA,west,california,Menlo Incubator,2010,Private Firm,www.menloincubator.com,menlo college 1000 el camino real atherton CA 94027,94027,https://www.linkedin.com/company/menlo-incubator-llc/,(+1)650-543-4007,info@menloincubator.com,"technology
,web based company",Startups,900K,900K,900K,1,36.778259,-119.417931,CA,
North America,USA,west,california,Menlo Ventures,1976,Private Firm,https://www.menlovc.com,"2884 sand hill road suite 100
Menlo park,CA",94025,https://www.menlovc.com,(+1) 650-854-8540,"marketing@men
lovc.com","Information 
Technology","Debt, Early Stage Venture,
 Late Stage Venture, 
Private Equity, 
Seed",5M,60M,1.57B,525,36.778259,-119.417931,CA,
North America,United States of America,west,California,Menlo Ventures,1976,Private Firm,http://www.menloventures.com/,"2884 Sand Hill Road
 Suite 100
 Menlo Park, CA 94025
 United States",94025,https://www.linkedin.com/company/menlo-ventures,(+1) 650-854-8540,contact@menlovc.com,"digital media, 
 security, 
 cloud infrastructure.","Early Stage Venture, Late Stage Venture",5M,35M,5.7B,529,36.778259,-119.417931,CA,
North America,USA,west,California,meritech capital partner,1999,Private Firm,http://www.meritechcapital.com/,245 lytton avenue suite 125 palo alto CA 94301,94301,https://www.linkedin.com/company/meritech-capital-partners/,(+1)650-475-2200,info@meritechcapital.com,,Later Stage,4.5M,1.8B,3.61B,219,36.778259,-119.417931,CA,
North America,USA,West,California,Meritech Capital Partners,1999,Private Equity Firm,http://www.meritechcapital.com/,"245 Lytton Avenue
 Suite 125
 Palo Alto, CA 94301
 United States",94301,,(+1)650-475-2200,info@meritechcapital.com,"consumer internet,
 media,
 enterprise infrastructure, 
 storage,
 medical devices,
 communication,
 software service industries.",Late/Mature Stage,4.5M,1.8B,,219,36.778259,-119.417931,CA,
North America,USA,west,california,MHS Capital,2006,Private Firm,http://www.mhscapital.com/,333 bush street suite 2250 CA 94104,94104,https://www.linkedin.com/company/mhs-capital/,,info@mhscapital.com,,"Early Stage,late stage",250K,52.5M,,46,36.778259,-119.417931,CA,
North America,United States of America,west,California,Microsoft Corporation,1975,Private Firm,http://www.microsoft.com/,"One Microsoft Way
 Redmond, WA 98052
 United States",98052,https://www.linkedin.com/company/microsoft,(+1) 425-882-8080,,,Late Stage Venture,,,,1,36.778259,-119.417931,CA,
North America,USA,west,california,Mission Bay Capital LLC,2009,Private Firm,https://www.missionbaycapital.com,953 Indiana Street San Francisco,94107,https://www.linkedin.com/company/mission-bay-capital/,(+1) 415-347-8287,info@missionbaycapital.com,"Biotechnology,
 Life Sciences,
Seed stage investing",Early Stage Venture,300K,62M,,28,36.778259,-119.417931,CA,
North America,United States of America,west,California,Mission Ventures,1996,Private Firm,http://www.missionventures.com/,"3570 Carmel Mountain Road
 Suite 200
 San Diego, CA 92130
 United States",92130,,(+1) 858-350-2100,info@missionventures.com,technology-driven services,"Early Stage Venture, Late Stage Venture",2M,10M,,100,36.778259,-119.417931,CA,
North America,United States of America,North East,California,Mitsui Global Investment,2001,Venture Capital,http://www.mitsui-global.com/en/,"535 Middlefield Road
 Suite 100
 Menlo Park, CA 94025
 United States",94025,"??tokyo
 https://www.linkedin.com/company/mitsui-&-co-global-investment-ltd-/",650-234-5000,mgicontactsjfvz@mitsui.com,"health care
 , information technology,
 software","Early Stage Venture, Late Stage Venture",1.3M,75M,,135,36.778259,-119.417931,CA,
North America,USA,West,California,Mohr Davidow Ventures,1983,Venture Capital,http://www.mdv.com/,"777 Mariners Island Blvd
 Suite 550
 San Mateo, CA 94404
 United States",94404,http://www.linkedin.com/company/mdv,(+1)650-854-7236,info@mdv.com,"information technology, 
 life science, 
 pharmaceutical,
 financial, 
 advertising,
 software, 
 healthcare sectors",All,1M,70M,,290,36.778259,-119.417931,CA,
North America,United States of America,west,California,Montreux Equity Partners,1993,Private Firm,http://www.montreuxequity.com/,"One Ferry Building
 Suite 255
 San Francisco, CA 94111
 United States",94111,https://www.linkedin.com/company/montreux-equity-partners/,(+1) 650-234-1200,info@mepvc.com,"Life science and healthcare sectors, 
 pharmaceutical/biopharmaceutical, 
 biotechnology, 
 medical device",Late Stage Venture,2M,50M,74.4M,70,36.778259,-119.417931,CA,
North America,United States of America,west,California,Morgan Stanley Venture Partners,1935,Private Firm,http://www.morganstanley.com/institutional/venturepartners/,"1585 Broadway
 38th Floor
 New York, NY 10036
 United States",10036,https://www.linkedin.com/company/morgan-stanley,(+1) 212-761-8753,mediainquiries@morganstanley.com,"communications products and software,
  infrastructure","Early Stage Venture, Late Stage Venture",5M,30M,,24,36.778259,-119.417931,CA,
North America,United States of America,west,California,Morgenthaler,1968,Private Firm,http://www.morgenthaler.com/,"3200 Alpine Road
 Portola Valley, CA 94028
 United States",94028,,(+1) 650-388-3676,,"internet software and services, 
 consumer software and services, 
 mobile computing","Early Stage Venture, Late Stage Venture",5M,50M,1.3B,278,36.778259,-119.417931,CA,
North America,USA,west,california,"Morgenthaler
 Ventures",1968,Private Firm,morgenthaler.com,"3200 Alphine road,CA",94028,https://www.linkedin.com/company/morgenthaler/,(+1) 650-388-7600,,"Technology
Life Science","Debt, Early Stage Venture,
 Late Stage Venture, 
Private Equity, 
Seed",30M,400M,3B,278,36.778259,-119.417931,CA,
North America,United States of America,west,California,MPM Capital,1996,Private Firm,http://www.mpmcapital.com/,"450 Kendall Street
 Cambridge, MA 02142
 United States",2142,https://www.linkedin.com/company/mpm-capital/,(+1) 617-425-9200,info@mpmcapital.com,"biotechnology, 
 healthcare,
 life sciences","Early Stage Venture, Late Stage Venture",5M,50M,3.2B,192,36.778259,-119.417931,CA,
North America,United States of America,west,California,Needham Capital Partners,1994,Private Firm,http://www.needhamcapital.com/,"250 Park Avenue, Third Floor
 New York, NY 10177
 United States",10177,,(+1) 212-371-8300,kmumma@needhamco.com,healthcare,"Early Stage Venture, Late Stage Venture",2M,8M,,35,36.778259,-119.417931,CA,
North America,USA,West,California,"NeoCarta Ventures, Inc.",,Private Equity Firm,http://www.neocarta.com/,"204 East 2nd Avenue
 Suite 428
 San Mateo, CA 94401
 United States",94401,,(+1)650-461-3550,info@neocarta.com,"technology infrastructure, 
 software, 
 hardware,
 networking,",Early Stage,245K,57M,,56,36.778259,-119.417931,CA,
North America,USA,West,California,NeoTribe Ventures,,Venture Capital,https://www.neotribe.vc/,"3340 Hillview Avenue
 Palo Alto, CA 94304
 United States",94304,,(+1)786-505-4888,,,early stage,1M,8M,13.6M,5,36.778259,-119.417931,CA,
North America,USA,west,california,"New Enterprise 
Associates, Inc.
",1977,Private Firm,http://www.nea.com,"2855 Sand Hill Road,Menlo 
park,CA",94025,https://www.linkedin.com/company/new-enterprise-associates/,(+1) 650- 854-9499,,biotech,"Debt, Early Stage Venture,
 Late Stage Venture,
 Post-Ipo,
 Private Equity
, Seed",2M,234M,,1434,36.778259,-119.417931,CA,
North America,United States of America,west,California,New Enterprise Associates,1977,Private,http://nea.com/,"
2855 Sand Hill Road
Menlo Park, CA 94025
",94025,https://in.linkedin.com/company/new-enterprise-associates,(+1) 650-854-9499,kbarrett@nea.com,"Biotechnology,
Consumer, Energy,
Health Care, 
Medical Device, 
Pharmaceutical
SaaS","Crowd Funding, Private Equity",0.075M,1200M,39.7B,1444,36.778259,-119.417931,CA,
North America,USA,West,California,New Millenium Partners,,Private Equity Firm,http://www.nmpartners.com/,"PO Box 216
 
 Mount Shasta, CA 96067
 
 United States",96067,,(+1)415-646-8666,,Internet,Early Stage,300k,17M,50.5M,8,36.778259,-119.417931,CA,
North America,United States of America,west,California,New Millennium Partners,,,http://www.nmpartners.com/,"PO Box 216
 Mount Shasta, CA 96067
 United States",96067,,,,Internet Companies,Early Stage Venture,,,,8,36.778259,-119.417931,CA,
North America,USA,West,California,NewGen Capital(fusion Fund),2014,Private Equity Firm,http://fusionfund.com/,"624 University Avenue
 Palo Alto, CA 94301
 United States",94301,https://www.linkedin.com/company/fusion-fund/,,partners@fusionfund.com,"mobile technology,
 consumer Internet,
 digital health,
 life science",Early stage,500K,7M,44.94M,45,36.778259,-119.417931,CA,
North America,USA,West,California,NewSchools Venture Fund,2016,Venture Capital,http://newschools.org/,"49 Stevenson Street
 Suite 575
 San Francisco, CA 94105
 
 United States",94105,http://www.linkedin.com/company/27508,(+1) 415-615-6860,info@newschools.org,"education technology tools
 applications content
 services",All,1M,4M,,61,36.778259,-119.417931,CA,
North America,United States of America,west,California,Newton Technology Partners,1999,Private Firm,,,,,(+1) 822 6410 6100,,information technology sector,,,,,3,36.778259,-119.417931,CA,
